Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
at_0	cds	2505673	2506674	-	BIPKFD_12140	coaA	Pantothenate kinase	COG:COG1072, COG:H, EC:2.7.1.33, GO:0004594, GO:0005524, GO:0005737, GO:0015937, RefSeq:WP_199777850.1, SO:0001217, UniParc:UPI0018F8A157, UniRef:UniRef100_F7U3H2, UniRef:UniRef50_Q11CK5, UniRef:UniRef90_Q8UJ92
at_0	cds	2506671	2506994	-	BIPKFD_12145	hisE	Phosphoribosyl-ATP pyrophosphatase	COG:COG0140, COG:E, EC:3.6.1.31, GO:0000105, GO:0004636, GO:0005524, GO:0005737, RefSeq:WP_003492868.1, SO:0001217, UniParc:UPI000216FC8A, UniRef:UniRef100_F7U3H3, UniRef:UniRef50_A6WX51, UniRef:UniRef90_Q8UJ91
at_0	cds	2507012	2507788	-	BIPKFD_12150	wbuZ,hisF	Imidazole glycerol phosphate synthase subunit HisF	COG:COG0107, COG:E, RefSeq:WP_035241314.1, SO:0001217, UniParc:UPI00031C5CC7, UniRef:UniRef100_A0A1S7QGU6, UniRef:UniRef50_Q2SUA8, UniRef:UniRef90_A0A1B9TN41
at_0	cds	2507785	2508528	-	BIPKFD_12155	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	COG:COG0106, COG:E, EC:5.3.1.16, GO:0000105, GO:0003949, GO:0005737, RefSeq:WP_003492872.1, SO:0001217, UniParc:UPI000216FC8C, UniRef:UniRef100_F7U3H5, UniRef:UniRef50_Q11CK8, UniRef:UniRef90_B9JG66
at_0	cds	2508530	2509180	-	BIPKFD_12160	hisH	Imidazole glycerol phosphate synthase subunit HisH	COG:COG0118, COG:E, EC:4.3.2.10, GO:0000105, GO:0000107, GO:0004359, GO:0005737, GO:0006541, GO:0016829, RefSeq:WP_035241317.1, SO:0001217, UniParc:UPI0002F7CC8E, UniRef:UniRef100_F7U3H6, UniRef:UniRef50_P58788, UniRef:UniRef90_P58788
at_0	cds	2509182	2509673	-	BIPKFD_12165		DUF2628 domain-containing protein	SO:0001217, UniRef:UniRef50_F0L304, UniRef:UniRef90_A0A1S7QG28
at_0	cds	2509697	2510293	-	BIPKFD_12170	hisB	Imidazoleglycerol-phosphate dehydratase	COG:COG0131, COG:E, EC:4.2.1.19, GO:0000105, GO:0004424, GO:0005737, RefSeq:WP_003492879.1, SO:0001217, UniParc:UPI000216FC8F, UniRef:UniRef100_F7U3H8, UniRef:UniRef50_Q2VYI7, UniRef:UniRef90_Q8UJ89
at_0	cds	2510496	2511020	+	BIPKFD_12175	hslV	ATP-dependent protease subunit HslV	COG:COG5405, COG:O, EC:3.4.25.2, GO:0004298, GO:0005839, GO:0009376, GO:0046872, GO:0051603, RefSeq:WP_003492881.1, SO:0001217, UniParc:UPI000216FC90, UniRef:UniRef100_F7U3H9, UniRef:UniRef50_Q8UJ88, UniRef:UniRef90_Q8UJ88
at_0	cds	2511105	2512412	+	BIPKFD_12180	hslU	ATP-dependent protease ATPase subunit HslU	COG:COG1220, COG:O, SO:0001217, UniRef:UniRef50_Q98CU1, UniRef:UniRef90_A0A081MA90
at_0	cds	2512609	2513574	+	BIPKFD_12185		DUF1402 domain-containing protein	RefSeq:WP_003492885.1, SO:0001217, UniParc:UPI000216FC92, UniRef:UniRef100_F7U3I1, UniRef:UniRef50_A0A2V4V5W8, UniRef:UniRef90_M8B577
at_0	cds	2513696	2515864	+	BIPKFD_12190	glcB	Malate synthase G	COG:C, COG:COG2225, EC:2.3.3.9, GO:0004474, GO:0005737, GO:0006097, GO:0006099, GO:0046872, RefSeq:WP_035241935.1, SO:0001217, UniParc:UPI00031A72F0, UniRef:UniRef100_UPI00031A72F0, UniRef:UniRef50_Q8UJ85, UniRef:UniRef90_Q8UJ85
at_0	cds	2515943	2516656	-	BIPKFD_12195	erfK	YkuD domain-containing protein	COG:COG1376, COG:M, RefSeq:WP_003492889.1, SO:0001217, UniParc:UPI000216FDB4, UniRef:UniRef100_F7U3I3, UniRef:UniRef50_C3MBD3, UniRef:UniRef90_F7U3I3
at_0	cds	2516840	2517325	+	BIPKFD_12200		DNA repair protein MmcB-like	COG:COG5321, COG:S, RefSeq:WP_035241937.1, SO:0001217, UniParc:UPI0005524A8A, UniRef:UniRef100_F7U3I4, UniRef:UniRef50_A0A1U9YXI0, UniRef:UniRef90_A0A1B9TN73
at_0	cds	2517384	2517971	-	BIPKFD_12205		ActR/PrrA/RegA family redox response regulator transcription factor	RefSeq:WP_003492893.1, SO:0001217, UniParc:UPI000216FDB6, UniRef:UniRef100_A0A024IVE9, UniRef:UniRef50_Q53228, UniRef:UniRef90_A0A4D7YMP2
at_0	cds	2518037	2519368	-	BIPKFD_12210	baeS	Histidine kinase	COG:COG0642, COG:T, SO:0001217, UniParc:UPI0002F2A29C, UniRef:UniRef100_F7U3I6, UniRef:UniRef50_A0A084UEL0, UniRef:UniRef90_Q7D2A4
at_0	cds	2519374	2521860	-	BIPKFD_12215	hrpB	ATP-dependent RNA helicase hrpB	COG:COG1643, COG:J, RefSeq:WP_003492897.1, SO:0001217, UniParc:UPI000216FDB8, UniRef:UniRef100_F7U3I7, UniRef:UniRef50_A0A4U8Z2B1, UniRef:UniRef90_A0A0F4FQT2
at_0	rRNA	2522529	2524013	+	BIPKFD_12220	16S_rrna	16S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF00177, SO:0001000
at_0	tRNA	2524353	2524429	+	BIPKFD_12225	Ile_trna	tRNA-Ile	SO:0000263
at_0	tRNA	2524489	2524564	+	BIPKFD_12230	Ala_trna	tRNA-Ala	SO:0000254
at_0	rRNA	2525149	2527944	+	BIPKFD_12235	23S_rrna	23S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF02541, SO:0001001
at_0	rRNA	2528168	2528282	+	BIPKFD_12240	5S_rrna	5S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF00001, SO:0000652
at_0	tRNA	2528507	2528583	+	BIPKFD_12245	fMet_trna	tRNA-fMet	SO:0000266
at_0	cds	2528832	2530640	+	BIPKFD_12250	recQ	DNA helicase	RefSeq:WP_003492898.1, SO:0001217, UniParc:UPI000216FDB9, UniRef:UniRef100_F7U3I8, UniRef:UniRef50_E7RZU8, UniRef:UniRef90_A0A0D8KGM0
at_0	cds	2530692	2531924	-	BIPKFD_12255		N-acetylmannosamine kinase	COG:COG2345, COG:K, RefSeq:WP_003492901.1, SO:0001217, UniParc:UPI000216FDBA, UniRef:UniRef100_F7U3I9, UniRef:UniRef50_A0A083ZN61, UniRef:UniRef90_A0A083ZN61
at_0	cds	2532191	2533213	+	BIPKFD_12260	rbsB	Fructose transport system substrate-binding protein	COG:COG1879, COG:G, RefSeq:WP_003492903.1, SO:0001217, UniParc:UPI000216FDBB, UniRef:UniRef100_F7U3J0, UniRef:UniRef50_Q9F9B2, UniRef:UniRef90_A0A1B9TEJ1
at_0	cds	2533438	2534520	+	BIPKFD_12265	araH	ABC transporter, membrane spanning protein (Sugar)	COG:COG1172, COG:G, RefSeq:WP_035241323.1, SO:0001217, UniParc:UPI000550659E, UniRef:UniRef100_F7U3J1, UniRef:UniRef50_Q9F9B1, UniRef:UniRef90_F7U3J1
at_0	cds	2534520	2535302	+	BIPKFD_12270	mglA	ABC transporter domain-containing protein	COG:COG1129, COG:G, RefSeq:WP_035241325.1, SO:0001217, UniParc:UPI0002EFF3C0, UniRef:UniRef100_F7U3J2, UniRef:UniRef50_A0A383S5S5, UniRef:UniRef90_A0A376AJR9
at_0	cds	2535299	2535928	+	BIPKFD_12275	coaA	Pantothenate kinase	COG:COG1072, COG:H, RefSeq:WP_003492909.1, SO:0001217, UniParc:UPI000216FDBE, UniRef:UniRef100_F7U3J3, UniRef:UniRef50_A6U5N5, UniRef:UniRef90_A0A083ZN65
at_0	ncRNA-region	2536061	2536285	+			Cobalamin riboswitch	RFAM:RF00174, SO:0000035
at_0	cds	2536540	2536761	+	BIPKFD_12280	nrdH	Glutaredoxin-like protein NrdH	COG:COG0695, COG:O, RefSeq:WP_003492911.1, SO:0001217, UniParc:UPI000216FDBF, UniRef:UniRef100_F7U3J4, UniRef:UniRef50_A0A0F0LUF8, UniRef:UniRef90_A0A024IRZ4
at_0	cds	2536773	2537171	+	BIPKFD_12285	nrdI	Protein NrdI	COG:COG1780, COG:F, GO:0006464, GO:0010181, RefSeq:WP_003492913.1, SO:0001217, UniParc:UPI000216FDC0, UniRef:UniRef100_F7U3J5, UniRef:UniRef50_A1URS1, UniRef:UniRef90_Q8UJ69
at_0	cds	2537159	2539345	+	BIPKFD_12290	nrdE	Ribonucleoside-diphosphate reductase	COG:COG0209, COG:F, SO:0001217, UniRef:UniRef50_Q08698, UniRef:UniRef90_A0A1V2AN54
at_0	cds	2539362	2540336	+	BIPKFD_12295	nrdF	Ribonucleoside-diphosphate reductase subunit beta	COG:COG0208, COG:F, RefSeq:WP_003492917.1, SO:0001217, UniParc:UPI000216FDC2, UniRef:UniRef100_F7U3J7, UniRef:UniRef50_P37146, UniRef:UniRef90_K2Q5A1
at_0	cds	2540366	2541478	-	BIPKFD_12300		Alpha/beta fold hydrolase	COG:COG4782, COG:R, RefSeq:WP_003492919.1, SO:0001217, UniParc:UPI000216FDC3, UniRef:UniRef100_F7U3J8, UniRef:UniRef50_A0A4D7WWU9, UniRef:UniRef90_A0A4D7WWU9
at_0	cds	2541634	2542761	+	BIPKFD_12305	recF	DNA replication and repair protein RecF	COG:COG1195, COG:L, GO:0003697, GO:0005524, GO:0005737, GO:0006260, GO:0006281, GO:0009432, SO:0001217, UniRef:UniRef50_Q8UJ65, UniRef:UniRef90_Q8UJ65
at_0	cds	2542784	2543551	+	BIPKFD_12310	thiF	Molybdopterin biosynthesis protein moeB	COG:COG0476, COG:H, SO:0001217, UniRef:UniRef50_A0A2Z4UPL9, UniRef:UniRef90_A0A083ZN72
at_0	cds	2543548	2544024	+	BIPKFD_12315		GCN5-related N-acetyltransferase	SO:0001217, UniRef:UniRef50_B9JZ93, UniRef:UniRef90_F0L329
at_0	cds	2544051	2544740	-	BIPKFD_12320		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0D8KJE6, UniRef:UniRef90_F7U3K2
at_0	cds	2544790	2545794	-	BIPKFD_12325	ldhA	2-hydroxyacid dehydrogenase	COG:CHR, COG:COG1052, RefSeq:WP_003492931.1, SO:0001217, UniParc:UPI000216FDC8, UniRef:UniRef100_F7U3K3, UniRef:UniRef50_A0A1L3KYQ9, UniRef:UniRef90_A0A083ZN75
at_0	cds	2545969	2546508	+	BIPKFD_12330	sH3	Aspartyl-tRNA synthetase	COG:COG3807, COG:S, SO:0001217, UniRef:UniRef50_Q92T16, UniRef:UniRef90_A0A0D8KJ16
at_0	cds	2546501	2547493	-	BIPKFD_12335	rbsK	Putative sugar kinase YdjH	COG:COG0524, COG:G, RefSeq:WP_003492936.1, SO:0001217, UniParc:UPI000216FDCA, UniRef:UniRef100_F7U3K5, UniRef:UniRef50_A0A5E4NTB6, UniRef:UniRef90_A0A1R3TLG3
at_0	cds	2547971	2548915	+	BIPKFD_12340	yfdV	Permease	COG:COG0679, COG:R, RefSeq:WP_003492938.1, SO:0001217, UniParc:UPI000216FDCB, UniRef:UniRef100_F7U3K6, UniRef:UniRef50_A9CKQ8, UniRef:UniRef90_A9CKQ8
at_0	cds	2548933	2549949	-	BIPKFD_12345	rsmC	16S rRNA (Guanine1207-N2)-methyltransferase	COG:COG2813, COG:J, SO:0001217, UniRef:UniRef50_G9A5H8, UniRef:UniRef90_A0A1B9T1Z2
at_0	cds	2550126	2552273	-	BIPKFD_12350	pnp	Polyribonucleotide nucleotidyltransferase	COG:COG1185, COG:J, EC:2.7.7.8, GO:0000287, GO:0003723, GO:0004654, GO:0005737, GO:0006396, GO:0006402, SO:0001217, UniRef:UniRef50_Q1QS60, UniRef:UniRef90_Q1MN44
at_0	cds	2552541	2552810	-	BIPKFD_12355	rpsO	30S ribosomal protein S15	COG:COG0184, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0019843, RefSeq:WP_003492949.1, SO:0001217, UniParc:UPI000216FDCF, UniRef:UniRef100_A0A024IRX7, UniRef:UniRef50_Q1GVQ9, UniRef:UniRef90_Q8UJ54
at_0	cds	2553034	2553981	-	BIPKFD_12360	truB	tRNA pseudouridine synthase B	COG:COG0130, COG:J, EC:5.4.99.25, GO:0003723, GO:0031119, GO:0106029, SO:0001217, UniRef:UniRef50_A1UU52, UniRef:UniRef90_Q8UJ53
at_0	cds	2553985	2554401	-	BIPKFD_12365	rbfA	Ribosome-binding factor A	COG:COG0858, COG:J, GO:0005737, GO:0030490, RefSeq:WP_035241339.1, SO:0001217, UniParc:UPI0003145AA1, UniRef:UniRef100_A0A4D8A7A0, UniRef:UniRef50_Q8UJ52, UniRef:UniRef90_Q8UJ52
at_0	cds	2554477	2557227	-	BIPKFD_12370	infB	Translation initiation factor IF-2	COG:COG0532, COG:J, GO:0003743, GO:0003924, GO:0005525, GO:0005737, SO:0001217, UniRef:UniRef50_Q8YEB3, UniRef:UniRef90_Q8UJ51
at_0	cds	2557330	2558031	-	BIPKFD_12375	ylxR	YlxR domain-containing protein	COG:COG2740, COG:R, SO:0001217, UniRef:UniRef50_A6UF28, UniRef:UniRef90_M8B6X0
at_0	cds	2558028	2559644	-	BIPKFD_12380	nusA	Transcription termination/antitermination protein NusA	COG:COG0195, COG:K, SO:0001217, UniRef:UniRef50_A0A031HTV9, UniRef:UniRef90_A0A095WI70
at_0	cds	2559707	2560303	-	BIPKFD_12385	rimP	Ribosome maturation factor RimP	COG:COG0779, COG:J, GO:0005737, GO:0042274, RefSeq:WP_003492962.1, SO:0001217, UniParc:UPI000216FF08, UniRef:UniRef100_F7U3L7, UniRef:UniRef50_Q8UJ48, UniRef:UniRef90_Q8UJ48
at_0	cds	2560593	2562221	+	BIPKFD_12390	araJ	Enterobactin exporter EntS	COG:COG2814, COG:G, SO:0001217, UniRef:UniRef50_W0A4T9, UniRef:UniRef90_A0A0F4FX06
at_0	cds	2562408	2563706	-	BIPKFD_12395	mltB	Lytic murein transglycosylase	COG:COG2951, COG:M, RefSeq:WP_003492966.1, SO:0001217, UniParc:UPI000216FF0A, UniRef:UniRef100_F7U3L9, UniRef:UniRef50_A0A0P1GGV2, UniRef:UniRef90_A9CKQ3
at_0	cds	2563742	2564347	-	BIPKFD_12400	recR	Recombination protein RecR	COG:COG0353, COG:L, GO:0003677, GO:0006281, GO:0006310, GO:0046872, RefSeq:WP_003492968.1, SO:0001217, UniParc:UPI000216FF0B, UniRef:UniRef100_F7U3M0, UniRef:UniRef50_Q8YEG8, UniRef:UniRef90_B9JYJ6
at_0	cds	2564385	2565020	+	BIPKFD_12405		MOSC domain-containing protein	RefSeq:WP_003492970.1, SO:0001217, UniParc:UPI000216FF0C, UniRef:UniRef100_F7U3M1, UniRef:UniRef50_F0L3K6, UniRef:UniRef90_F7U3M1
at_0	cds	2565034	2565357	-	BIPKFD_12410	ybaB	Nucleoid-associated protein RG540_CH42780	COG:COG0718, COG:K, SO:0001217, UniRef:UniRef50_Q8UJ43, UniRef:UniRef90_A0A068SZ60
at_0	cds	2565385	2567262	-	BIPKFD_12415	dnaX	DNA polymerase III subunit gamma/tau	COG:COG2812, COG:L, RefSeq:WP_003492974.1, SO:0001217, UniParc:UPI000216FF0E, UniRef:UniRef100_F7U3M3, UniRef:UniRef50_A0A285ULS3, UniRef:UniRef90_A0A083ZN94
at_0	ncRNA	2567345	2567441	-	BIPKFD_12420	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
at_0	cds	2567531	2567935	+	BIPKFD_12425	hinT	HIT domain-containing protein	COG:COG0537, COG:FR, SO:0001217, UniParc:UPI0009B6152C, UniRef:UniRef100_A0A357X332, UniRef:UniRef50_M8AA75, UniRef:UniRef90_M8AA75
at_0	cds	2567935	2568897	+	BIPKFD_12430	nPY1	NAD(+) diphosphatase	COG:COG2816, COG:F, RefSeq:WP_003492979.1, SO:0001217, UniParc:UPI000216FF10, UniRef:UniRef100_F7U3M5, UniRef:UniRef50_A0A6N1VJN2, UniRef:UniRef90_A0A1V2AN64
at_0	cds	2568913	2569788	-	BIPKFD_12435	pheA2	Prephenate dehydratase	COG:COG0077, COG:E, RefSeq:WP_003492981.1, SO:0001217, UniParc:UPI000216FF11, UniRef:UniRef100_F7U3M6, UniRef:UniRef50_A0A0Q7WLW2, UniRef:UniRef90_F0L3L1
at_0	cds	2569800	2570555	-	BIPKFD_12440	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	COG:COG1212, COG:M, EC:2.7.7.38, GO:0005737, GO:0008690, GO:0009103, GO:0033468, RefSeq:WP_003492983.1, SO:0001217, UniParc:UPI000216FF12, UniRef:UniRef100_A0A024IR79, UniRef:UniRef50_A8IGU8, UniRef:UniRef90_A9CKP8
at_0	cds	2570707	2571282	+	BIPKFD_12445	cycM	Cytochrome c-like protein	COG:C, COG:COG3474, GO:0005886, GO:0009055, GO:0016021, GO:0020037, GO:0046872, RefSeq:WP_035219687.1, SO:0001217, UniParc:UPI000459FE53, UniRef:UniRef100_A0A024IS39, UniRef:UniRef50_Q8UJ37, UniRef:UniRef90_Q8UJ37
at_0	cds	2571361	2572089	-	BIPKFD_12450		Exopolysaccharide biosynthesis protein	SO:0001217, UniParc:UPI000216FF14, UniRef:UniRef100_F7U3M9, UniRef:UniRef50_P10498, UniRef:UniRef90_A0A420FRW0
at_0	cds	2572379	2574679	-	BIPKFD_12455	mrcB	Penicillin-insensitive transglycosylase	COG:COG0744, COG:M, SO:0001217, UniRef:UniRef50_A0A3G2DN58, UniRef:UniRef90_A0A3G2DN58
at_0	cds	2574827	2575285	-	BIPKFD_12460	ebsC	tRNA-edit domain-containing protein	COG:COG2606, COG:J, SO:0001217, UniRef:UniRef50_A0A0P0MH94, UniRef:UniRef90_F0L3L6
at_0	ncRNA	2575405	2575526	+	BIPKFD_12465	ar14	Alphaproteobacterial ar14	RFAM:RF02344, SO:0000655
at_0	cds	2575765	2575974	+	BIPKFD_12470		Cold shock protein	RefSeq:WP_003492998.1, SO:0001217, UniParc:UPI000216FF17, UniRef:UniRef100_A0A024IR74, UniRef:UniRef90_A0A0K9QG16
at_0	ncRNA	2576200	2576329	+	BIPKFD_12475	ar35	Alphaproteobacterial sRNA ar35	RFAM:RF02346, SO:0000655
at_0	cds	2576391	2577782	-	BIPKFD_12480	argE	M20-dimer domain-containing protein	COG:COG0624, COG:E, RefSeq:WP_082183401.1, SO:0001217, UniParc:UPI0009C4854F, UniRef:UniRef100_A0A7L5BI09, UniRef:UniRef50_A0A365U2G5, UniRef:UniRef90_M8ABE4
at_0	cds	2578029	2578463	-	BIPKFD_12485	marR	MarR family transcriptional regulator	COG:COG1846, COG:K, RefSeq:WP_003493003.1, SO:0001217, UniParc:UPI000216FF19, UniRef:UniRef100_F7U3N4, UniRef:UniRef50_A0A098T7B2, UniRef:UniRef90_A0A1B9V5W6
at_0	ncRNA	2578565	2578704	-	BIPKFD_12490	ar7	Alphaproteobacterial sRNA ar7	RFAM:RF02342, SO:0000655
at_0	cds	2578878	2581874	+	BIPKFD_12495	polA	DNA polymerase I	COG:COG0749, COG:L, SO:0001217, UniRef:UniRef50_A0A346QXG6, UniRef:UniRef90_A0A7W2GPG5
at_0	cds	2581965	2582690	+	BIPKFD_12500		2H-phosphodiest domain-containing protein	SO:0001217, UniRef:UniRef50_A0A083ZNA8, UniRef:UniRef90_F7U3N6
at_0	cds	2582877	2583062	+	BIPKFD_12505	rpmF	50S ribosomal protein L32	COG:COG0333, COG:J, GO:0003735, GO:0006412, GO:0015934, RefSeq:WP_003507205.1, SO:0001217, UniParc:UPI0000133F3A, UniRef:UniRef100_Q8UJ26, UniRef:UniRef50_Q8UJ26, UniRef:UniRef90_Q8UJ26
at_0	cds	2583225	2585051	+	BIPKFD_12510		C4-dicarboxylate transport sensor protein	SO:0001217, UniParc:UPI000216FF1D, UniRef:UniRef100_F7U3N8, UniRef:UniRef90_F0L3M4
at_0	cds	2585048	2586394	+	BIPKFD_12515	atoC	C4-dicarboxylate transport transcriptional regulatory protein (Response regulator in two-component reguatory system)	COG:COG2204, COG:T, RefSeq:WP_003493012.1, SO:0001217, UniParc:UPI000216FF1E, UniRef:UniRef100_F7U3N9, UniRef:UniRef50_P10046, UniRef:UniRef90_U4Q3F2
at_0	cds	2586592	2587575	+	BIPKFD_12520		Argininosuccinate lyase	RefSeq:WP_035241945.1, SO:0001217, UniParc:UPI00054EF48E, UniRef:UniRef100_F7U3P0, UniRef:UniRef50_F3LT56, UniRef:UniRef90_A0A1R3TLC0
at_0	cds	2587675	2588136	+	BIPKFD_12525		Membrane protein	SO:0001217, UniRef:UniRef50_A0A1L3LUI5, UniRef:UniRef90_A0A1B9V635
at_0	cds	2588146	2589651	+	BIPKFD_12530		TctA family transporter	COG:COG3333, COG:R, RefSeq:WP_003493017.1, SO:0001217, UniParc:UPI000216FF21, UniRef:UniRef100_F7U3P2, UniRef:UniRef50_P70795, UniRef:UniRef90_F7U3P2
at_0	cds	2589804	2590016	+	BIPKFD_12535	slyX	Protein SlyX-like protein	COG:COG2900, COG:S, RefSeq:WP_003493020.1, SO:0001217, UniParc:UPI000216FF22, UniRef:UniRef100_F7U3P3, UniRef:UniRef50_Q92KT8, UniRef:UniRef90_M8ABF7
at_0	cds	2590030	2590581	+	BIPKFD_12540		DUF924 domain-containing protein	COG:COG3803, COG:S, RefSeq:WP_082183410.1, SO:0001217, UniParc:UPI0009D0952D, UniRef:UniRef100_A0A1S7QJ98, UniRef:UniRef50_A0A261SBZ8, UniRef:UniRef90_A0A083ZNB6
at_0	cds	2590650	2591789	-	BIPKFD_12545	dnaJ	Chaperone protein DnaJ	COG:COG0484, COG:O, GO:0005524, GO:0005737, GO:0006260, GO:0006457, GO:0008270, GO:0009408, GO:0031072, GO:0051082, SO:0001217, UniRef:UniRef50_Q6RSN5, UniRef:UniRef90_Q6RSN5
at_0	cds	2591880	2593784	-	BIPKFD_12550		Chaperone protein DnaK	RefSeq:WP_003493032.1, SO:0001217, UniParc:UPI0000231533, UniRef:UniRef100_Q6RSN6, UniRef:UniRef90_P50019
at_0	cds	2594158	2595045	-	BIPKFD_12555		Transcriptional regulator, LysR family	SO:0001217, UniRef:UniRef50_C3TNS2, UniRef:UniRef90_F7U3P8
at_0	cds	2595324	2595857	+	BIPKFD_12560		SnoaL-like domain-containing protein	SO:0001217, UniRef:UniRef50_W3RKB5, UniRef:UniRef90_F7U3P9
at_0	cds	2595942	2596250	+	BIPKFD_12565		Agrobacterium tumefaciens protein Atu4866	RefSeq:WP_003493042.1, SO:0001217, UniParc:UPI000216FF28, UniRef:UniRef100_F7U3Q0, UniRef:UniRef50_A0A1U9Z9X3, UniRef:UniRef90_F7U3Q0
at_0	cds	2596584	2597309	+	BIPKFD_12570		hypothetical protein	RefSeq:WP_003493045.1, SO:0001217, UniParc:UPI000216FF2A, UniRef:UniRef100_F7U3Q2, UniRef:UniRef50_F7U3Q2, UniRef:UniRef90_F7U3Q2
at_0	cds	2597321	2597758	+	BIPKFD_12575		hypothetical protein	
at_0	cds	2597751	2597990	+	BIPKFD_12580		hypothetical protein	
at_0	cds	2597983	2598144	+	BIPKFD_12585		hypothetical protein	SO:0001217, UniRef:UniRef50_F7U3Q4, UniRef:UniRef90_F7U3Q4
at_0	cds	2598147	2598419	+	BIPKFD_12590		Phage tail assembly chaperone proteins, E, or 41 or 14	RefSeq:WP_003493051.1, SO:0001217, UniParc:UPI000217006A, UniRef:UniRef100_F7U3Q5, UniRef:UniRef50_F7U3Q5, UniRef:UniRef90_F7U3Q5
at_0	cds	2598541	2600757	+	BIPKFD_12595		Family phage tail tape measure protein	SO:0001217, UniRef:UniRef50_F7U3Q6, UniRef:UniRef90_F7U3Q6
at_0	cds	2601035	2601451	-	BIPKFD_12600		Arc domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1S7QBF0, UniRef:UniRef90_A0A1S7QBF0
at_0	cds	2601540	2601713	+	BIPKFD_12605		Arc family DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A1S2DL53, UniRef:UniRef90_A0A4D7Y8N8
at_0	cds	2601763	2602383	+	BIPKFD_12610		hypothetical protein	SO:0001217, UniRef:UniRef50_F7U3R0, UniRef:UniRef90_F7U3R0
at_0	cds	2602460	2602984	+	BIPKFD_12615		hypothetical protein	RefSeq:WP_003493064.1, SO:0001217, UniParc:UPI0002170070, UniRef:UniRef100_F7U3R1, UniRef:UniRef50_F7U3R1, UniRef:UniRef90_F7U3R1
at_0	cds	2602987	2604924	+	BIPKFD_12620		Peptidase U35 phage prohead HK97	SO:0001217, UniRef:UniRef50_A0A4D7Y6Z4, UniRef:UniRef90_F7U3R2
at_0	cds	2604988	2605170	+	BIPKFD_12625		hypothetical protein	RefSeq:WP_035241381.1, SO:0001217, UniParc:UPI00031E7F10, UniRef:UniRef100_UPI00031E7F10, UniRef:UniRef50_A0A6I4G6U3, UniRef:UniRef90_A0A546ZCE1
at_0	cds	2605167	2606261	+	BIPKFD_12630		Integrase	RefSeq:WP_003493067.1, SO:0001217, UniParc:UPI0002170072, UniRef:UniRef100_F7U3R3, UniRef:UniRef50_A0A2T4IP59, UniRef:UniRef90_F7U3R3
at_0	tRNA	2606292	2606381	-	BIPKFD_12635	Ser_trna	tRNA-Ser	SO:0000269
at_0	cds	2606602	2606919	+	BIPKFD_12640		hypothetical protein	RefSeq:WP_035241954.1, SO:0001217, UniParc:UPI00031961FA, UniRef:UniRef100_F7U3R4, UniRef:UniRef50_U4PZW0, UniRef:UniRef90_A0A0L6K490
at_0	cds	2607010	2607660	+	BIPKFD_12645	msrA	Peptide methionine sulfoxide reductase MsrA	COG:COG0225, COG:O, EC:1.8.4.11, GO:0006464, GO:0008113, GO:0033744, RefSeq:WP_003493072.1, SO:0001217, UniParc:UPI0002170074, UniRef:UniRef100_F7U3R5, UniRef:UniRef50_Q8PNY8, UniRef:UniRef90_Q7D255
at_0	cds	2607875	2608867	+	BIPKFD_12650	med	Bmp domain-containing protein	COG:COG1744, COG:T, RefSeq:WP_035241384.1, SO:0001217, UniParc:UPI0005531998, UniRef:UniRef100_F7U3R6, UniRef:UniRef50_D3P664, UniRef:UniRef90_A0A0Q8B4Z9
at_0	cds	2608945	2610456	+	BIPKFD_12655	nupO	Galactose/methyl galactoside import ATP-binding protein MglA	COG:COG3845, COG:F, SO:0001217, UniRef:UniRef50_A0A0F4FXB8, UniRef:UniRef90_A0A0F4FXB8
at_0	cds	2610464	2611567	+	BIPKFD_12660	nupP	Simple sugar transport system permease protein	COG:COG4603, COG:F, RefSeq:WP_003493078.1, SO:0001217, UniParc:UPI0002170077, UniRef:UniRef100_F7U3R8, UniRef:UniRef50_D5BUA4, UniRef:UniRef90_A0A1B9TNM2
at_0	cds	2611574	2612545	+	BIPKFD_12665	nupQ	ABC transporter permease	COG:COG1079, COG:F, RefSeq:WP_003493080.1, SO:0001217, UniParc:UPI0002170078, UniRef:UniRef100_A0A024ISU0, UniRef:UniRef50_A0A2V6XYE1, UniRef:UniRef90_A0A1B9TEH7
at_0	cds	2612550	2612969	+	BIPKFD_12670	cdd	Cytidine deaminase	COG:COG0295, COG:F, RefSeq:WP_003493081.1, SO:0001217, UniParc:UPI0002170079, UniRef:UniRef100_F7U3S0, UniRef:UniRef50_I3XF03, UniRef:UniRef90_U4PSP2
at_0	cds	2612969	2613769	+	BIPKFD_12675		Purine nucleoside phosphorylase	RefSeq:WP_003493084.1, SO:0001217, UniParc:UPI000217007A, UniRef:UniRef100_F7U3S1, UniRef:UniRef90_F0L3P1
