,strain,treatment,cosm,name,contig,start,end,length
1656,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,4543,4544,1
1657,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,4654,4655,1
1658,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,4769,4770,1
1659,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,5108,5109,1
1660,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,5530,5531,1
1661,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,5754,5756,2
1662,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,5941,5942,1
1663,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,6135,6136,1
1664,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,6235,6236,1
1665,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,6514,6515,1
1666,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,7355,7356,1
1667,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,7487,7489,2
1668,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,7555,7558,3
1669,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,7591,7592,1
1670,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,8124,8125,1
1671,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,8221,8222,1
1672,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,9217,9218,1
1673,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,10055,10056,1
1674,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,10214,10215,1
1675,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,10852,10853,1
1676,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,11107,11108,1
1677,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,11528,11529,1
1678,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,11588,11589,1
1679,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,11731,11732,1
1680,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,11918,11919,1
1681,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,12040,12041,1
1682,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,12059,12060,1
1683,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,12235,12236,1
1684,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,12514,12515,1
1685,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,12529,12530,1
1686,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,12565,12566,1
1687,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,12808,12809,1
1688,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,12942,12943,1
1689,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,12946,12947,1
1690,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,13040,13041,1
1691,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,13255,13256,1
1692,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,13481,13482,1
1693,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,13507,13508,1
1694,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,13580,13581,1
1695,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,13604,13605,1
1696,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,13654,19646,5992
1697,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,19769,19770,1
1698,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,19782,19783,1
1699,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,19836,19837,1
1700,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,19986,19987,1
1701,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,20000,20001,1
1702,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,20142,20143,1
1703,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,20216,20217,1
1704,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,20512,20513,1
1705,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,20587,20588,1
1706,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,21422,21423,1
1707,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,21468,21469,1
1708,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,21930,21931,1
1709,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,22316,22317,1
1710,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,22424,22425,1
1711,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,22466,22467,1
1712,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,22733,22734,1
1713,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,22789,22790,1
1714,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,22883,22884,1
1715,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,22895,22896,1
1716,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,23305,23306,1
1717,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,23487,23488,1
1718,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,23519,23520,1
1719,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,23539,23541,2
1720,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,23636,23637,1
1721,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,23643,23644,1
1722,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,23732,23733,1
1723,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,23888,23889,1
1724,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,23940,23941,1
1725,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,24017,24019,2
1726,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,24145,24146,1
1727,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,24153,24154,1
1728,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,24239,24240,1
1729,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,24385,24386,1
1730,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,24390,24391,1
1731,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,24623,24624,1
1732,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,25000,25001,1
1733,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,25150,25151,1
1734,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,25239,25240,1
1735,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,25252,25253,1
1736,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,25625,25626,1
1737,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,25636,25637,1
1738,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,25707,25708,1
1739,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,25713,25714,1
1740,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,25795,25796,1
1741,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,25930,25932,2
1742,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,26061,31114,5053
1743,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,1,6534,6533
1744,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,6820,6821,1
1745,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,7157,7158,1
1746,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,7450,7451,1
1747,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,7736,7737,1
1748,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,7821,7822,1
1749,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,8000,8001,1
1750,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,8052,8053,1
1751,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,10306,10307,1
1752,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,2606251,2606253,2
1753,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,2606256,2606292,36
1754,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,3312045,3312058,13
1755,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,5464739,5464740,1
1756,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,5927795,5927796,1
1757,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,5928220,5928221,1
1758,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,5928421,5928422,1
1759,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,5928659,5928660,1
1760,Comamonas testosteroni,2,1,Ct21.1,tig00000001_polypolish,5929161,5931885,2724
1761,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,0,1806,1806
1762,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,1894,1895,1
1763,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,1933,1934,1
1764,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,1943,1944,1
1765,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,2003,2004,1
1766,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,2066,2067,1
1767,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,2469,2470,1
1768,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,2490,2491,1
1769,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,2650,2652,2
1770,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,2699,2700,1
1771,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,2807,2808,1
1772,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,2813,2814,1
1773,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,2821,2822,1
1774,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,3398,3400,2
1775,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,4265,4266,1
1776,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,4398,4399,1
1777,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,4812,4813,1
1778,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,5016,5017,1
1779,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,5064,5067,3
1780,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,196165,196166,1
1781,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,196537,196538,1
1782,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,196547,196548,1
1783,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,196551,196552,1
1784,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,196670,196671,1
1785,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,196727,196728,1
1786,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,196917,196918,1
1787,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,197079,197080,1
1788,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,197102,197103,1
1789,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,197108,197109,1
1790,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,197190,197191,1
1791,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,197253,197255,2
1792,Comamonas testosteroni,2,1,Ct21.1,tig00000002_polypolish,197379,198853,1474
1793,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,1,1112,1111
1794,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,1469,1470,1
1795,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,2086,2087,1
1796,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,2323,2324,1
1797,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,2453,2454,1
1798,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,4761,4762,1
1799,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,6820,6821,1
1800,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,2606252,2606253,1
1801,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,2606256,2606292,36
1802,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,3312045,3312058,13
1803,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,3594764,3594765,1
1804,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,3767597,3767600,3
1805,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,5923243,5923244,1
1806,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,5923504,5923505,1
1807,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,5924288,5924289,1
1808,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,5924337,5924339,2
1809,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,5924662,5924663,1
1810,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,5924674,5924675,1
1811,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,5924902,5924904,2
1812,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,5924909,5924910,1
1813,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,5925495,5925496,1
1814,Comamonas testosteroni,2,2,Ct22.1,tig00000001_polypolish,5925572,5931885,6313
1815,Comamonas testosteroni,2,2,Ct22.1,tig00000002_polypolish,0,915,915
1816,Comamonas testosteroni,2,2,Ct22.1,tig00000002_polypolish,979,980,1
1817,Comamonas testosteroni,2,2,Ct22.1,tig00000002_polypolish,1035,1036,1
1818,Comamonas testosteroni,2,2,Ct22.1,tig00000002_polypolish,1258,1259,1
1819,Comamonas testosteroni,2,2,Ct22.1,tig00000002_polypolish,1952,1953,1
1820,Comamonas testosteroni,2,2,Ct22.1,tig00000002_polypolish,2086,2087,1
1821,Comamonas testosteroni,2,2,Ct22.1,tig00000002_polypolish,2918,2919,1
1822,Comamonas testosteroni,2,2,Ct22.1,tig00000002_polypolish,3114,3115,1
1823,Comamonas testosteroni,2,2,Ct22.1,tig00000002_polypolish,3276,3277,1
1824,Comamonas testosteroni,2,2,Ct22.1,tig00000002_polypolish,3947,3948,1
1825,Comamonas testosteroni,2,2,Ct22.1,tig00000002_polypolish,4447,4448,1
1826,Comamonas testosteroni,2,2,Ct22.1,tig00000002_polypolish,189367,189368,1
1827,Comamonas testosteroni,2,2,Ct22.1,tig00000002_polypolish,192178,192179,1
1828,Comamonas testosteroni,2,2,Ct22.1,tig00000002_polypolish,193090,193091,1
1829,Comamonas testosteroni,2,2,Ct22.1,tig00000002_polypolish,193137,198853,5716
1830,Comamonas testosteroni,2,3,Ct23.1,tig00000001_polypolish,1,8679,8678
1831,Comamonas testosteroni,2,3,Ct23.1,tig00000001_polypolish,8994,8995,1
1832,Comamonas testosteroni,2,3,Ct23.1,tig00000001_polypolish,2606251,2606253,2
1833,Comamonas testosteroni,2,3,Ct23.1,tig00000001_polypolish,2606256,2606292,36
1834,Comamonas testosteroni,2,3,Ct23.1,tig00000001_polypolish,3312045,3312058,13
1835,Comamonas testosteroni,2,3,Ct23.1,tig00000001_polypolish,5581532,5600459,18927
1836,Comamonas testosteroni,2,3,Ct23.1,tig00000001_polypolish,5919892,5919893,1
1837,Comamonas testosteroni,2,3,Ct23.1,tig00000001_polypolish,5927318,5927319,1
1838,Comamonas testosteroni,2,3,Ct23.1,tig00000001_polypolish,5927486,5927488,2
1839,Comamonas testosteroni,2,3,Ct23.1,tig00000001_polypolish,5927825,5927826,1
1840,Comamonas testosteroni,2,3,Ct23.1,tig00000001_polypolish,5927989,5927990,1
1841,Comamonas testosteroni,2,3,Ct23.1,tig00000001_polypolish,5928026,5931885,3859
1842,Comamonas testosteroni,2,3,Ct23.1,tig00000002_polypolish,0,4136,4136
1843,Comamonas testosteroni,2,3,Ct23.1,tig00000002_polypolish,4287,4288,1
1844,Comamonas testosteroni,2,3,Ct23.1,tig00000002_polypolish,4486,4489,3
1845,Comamonas testosteroni,2,3,Ct23.1,tig00000002_polypolish,4587,4588,1
1846,Comamonas testosteroni,2,3,Ct23.1,tig00000002_polypolish,4659,4660,1
1847,Comamonas testosteroni,2,3,Ct23.1,tig00000002_polypolish,4767,4768,1
1848,Comamonas testosteroni,2,3,Ct23.1,tig00000002_polypolish,5295,5296,1
1849,Comamonas testosteroni,2,3,Ct23.1,tig00000002_polypolish,6570,6571,1
1850,Comamonas testosteroni,2,3,Ct23.1,tig00000002_polypolish,7421,7422,1
1851,Comamonas testosteroni,2,3,Ct23.1,tig00000002_polypolish,7682,7683,1
1852,Comamonas testosteroni,2,3,Ct23.1,tig00000002_polypolish,192178,192179,1
1853,Comamonas testosteroni,2,3,Ct23.1,tig00000002_polypolish,195282,195283,1
1854,Comamonas testosteroni,2,3,Ct23.1,tig00000002_polypolish,195694,195695,1
1855,Comamonas testosteroni,2,3,Ct23.1,tig00000002_polypolish,196350,196351,1
1856,Comamonas testosteroni,2,3,Ct23.1,tig00000002_polypolish,196494,198853,2359
1857,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,1,2638,2637
1858,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,2698,2700,2
1859,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,2902,2903,1
1860,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,2905,2906,1
1861,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,5301,5302,1
1862,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,1680978,1680979,1
1863,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,2342966,2342967,1
1864,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,2606252,2606253,1
1865,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,2606256,2606292,36
1866,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,3312045,3312058,13
1867,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,5924224,5924225,1
1868,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,5924428,5924429,1
1869,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,5924706,5924707,1
1870,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,5926473,5926474,1
1871,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,5926944,5926945,1
1872,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,5927292,5927293,1
1873,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,5927359,5927360,1
1874,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,5927604,5927605,1
1875,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,5928144,5928145,1
1876,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,5928899,5928900,1
1877,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,5928941,5928942,1
1878,Comamonas testosteroni,2,4,Ct24.1,tig00000001_polypolish,5929071,5931885,2814
1879,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,0,573,573
1880,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,687,688,1
1881,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,195465,195466,1
1882,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,195867,195868,1
1883,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,195915,195916,1
1884,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,196077,196078,1
1885,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,196158,196159,1
1886,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,196177,196178,1
1887,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,196249,196250,1
1888,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,196318,196319,1
1889,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,196350,196351,1
1890,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,196470,196471,1
1891,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,196505,196506,1
1892,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,196527,196528,1
1893,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,196547,196548,1
1894,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,196561,196562,1
1895,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,196722,196723,1
1896,Comamonas testosteroni,2,4,Ct24.1,tig00000002_polypolish,196814,198853,2039
1897,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,1,3877,3876
1898,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,4074,4075,1
1899,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,4453,4454,1
1900,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,5006,5007,1
1901,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,5068,5069,1
1902,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,5118,5119,1
1903,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,5283,5284,1
1904,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,5969,5970,1
1905,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,6500,6501,1
1906,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,6745,6746,1
1907,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,6870,6871,1
1908,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,7153,7154,1
1909,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,10515,10516,1
1910,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,2606251,2606253,2
1911,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,2606256,2606292,36
1912,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,3312045,3312058,13
1913,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,4250739,4250740,1
1914,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,5038851,5038852,1
1915,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,5921201,5921202,1
1916,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,5923603,5923604,1
1917,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,5924527,5924528,1
1918,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,5924738,5924739,1
1919,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,5924869,5924870,1
1920,Comamonas testosteroni,2,5,Ct25.1,tig00000001_polypolish,5925480,5925481,1
